original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
The Death and Life of Marsha P. Johnson,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",7.447,2017,calm,Documentary,0.0,114.0,0.0
Para o que der e vier,"1977: Grêmio lives a dark period in its history, after losing the last eight Campeonato Gaúcho to Internacional. Then there was a crowd that would shake up the structures and prejudices of the universes of the gaucho football and forever mark its name in history: the Coligay, the first organized football group of supporters formed exclusively by homosexuals.",0.6,2016,uplifting,Documentary,0.0,58.0,0.0
Pria,"Caught between the traditions of his upbringing in rural Indonesia and his idealization of Western freedom, a teenager struggles with the expectations of imminent manhood.",1.249,2017,uplifting,Drama,0.0,25.0,0.0
The Perfect Crime: Leopold & Loeb,"The shocking story of Richard Leopold and Nathan Loeb, two wealthy college students who murdered a 14-year-old boy in 1924 to prove they were smart enough to get away with it.",0.913,2016,uplifting,"Crime,Documentary,History",0.0,31.0,0.0
"Love, Simon",Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,30.388,2018,dark,"Comedy,Drama,Romance",0.0,41.0,0.0
Minha Única Terra É Na Lua,Sergio answers 36 questions to make Gabriel fall in love. Did you know Glauber was a Pisces?,0.6,2017,uplifting,"Comedy,Science Fiction",1.0,17.0,0.0
Santuaryo,"Santuaryo is a movie that centers on the unfolding narration of a young man named Archie (Basti Romero). Archie went looking for a lost treasure when he came into the possession of an ancient map left by an old adventurer. His journey left him battered and cloudy with memories as he was found drifting on the ocean and later rescued by island fishermen. When his long time lover, William (Will Sandejas) arrives at his side, he is forced to painfully recall what happened to him and describes how he crossed paths with a group of boys looking for the same treasure. In the end, Archie realizes what is most valuable in life and it is in his relationship with William that he finds his greatest fortune. Panoramic and provoking. Santuaryo is ultimately a hypothesis about the behavioral mutations of a group of boys when faced with desperate circumstances.",1.21,2010,calm,Drama,0.0,148.0,0.0
Blown Away,"Thieving ain’t easy. Jasmine learns that the hard way when Luke, her lover and partner in crime, betrays her to the cops to land her behind bars. With the help of three badass inmates, Jasmine busts out of prison and plots to steal a rare jewel worth millions. Watch the nonstop action unfold as these sexy criminals go head-to-head with Luke’s armed gang as they hunt down the priceless gem… and each other.",3.713,2017,uplifting,"Crime,Action",0.0,73.0,0.0
Nightstand,"An unsettling portrait of a destructive three night affair between two men - one is gay, lost and adolescent, the other is married to a woman and middle-aged. Set in the heart of Soho, a fracturing queer landscape, Nightstand is a whirlwind of repressed yearnings and urban loneliness.",0.6,2015,dark,Drama,0.0,48.0,0.0
En aften,"Having slept together for the first time, two teenage boys must make sense of their evolving relationship.",0.907,2016,uplifting,"Drama,Romance",0.0,17.0,0.0
Girl Night Stand,"Katie doesn’t usually sleep with women, but that’s about to change.",0.6,2015,intense,"Romance,Comedy",0.0,11.0,0.0
Blonde Fire,"South Africa provides the lush and exotic backdrop for this hard-boiled Johnny Wadd thriller. Hired to puck-up a four-million dollar diamond called the Blonde Fire. Wadd arrives in the dark continent with a suitcase full of cash and his gun loaded. In no time at all, Johnny has traded his cash for the diamond, and unloaded his big gun into a bevy of beautiful broads.  Much to his chagrin, Johnny finds out he's been had the diamond is a fake, and his women have all been spies for a notorious underground kingpin know only as Malcolm. In the seedy Capetown underground, a gorgeous Morrocan bellydancer who engages him in one of the most erotic trysts in the annals of adult cinema.  Tying all the loose ends together with his dexterity, Johnny heads back for home to celebrate his success with his beautiful blonde girlfriend and unknown newcomer known only as SEKA.",0.631,1978,uplifting,"Crime,Drama",0.0,151.0,0.0
S.O.S.,"Yeonhee questions herself while being in a relationship with her boyfriend, Junhee. One day, she tries to meet a lesbian girl, Wonjin.",0.6,2015,dark,Drama,0.0,22.0,0.0
Sobre Nós,The Love Story between Matheus and Diego is portrayed in the film script Diego writes when he becomes a filmmaker.,3.052,2017,uplifting,"Drama,Romance",0.0,20.0,0.0
이별을 받아들이는 다섯 단계,"YeJoo and EunMin spent two years as a couple so far. One day, YeJoo wants to finish the relationship that she had with EunMin. EunMin gets angry and asks if there's another girl. Yejoo says she got a boyfriend.",0.908,2016,dark,Drama,0.0,39.0,0.0
The Ring Thing,"When Sarah accidentally proposes to her girlfriend in Provincetown, the mixup turns their loving relationship into a minefield of marital exploration.",3.102,2017,uplifting,"Drama,Romance,Documentary",0.0,21.0,0.0
囍,"Jiang Jun Zhi and Fang Min En is a married couple, but both are gay, and each has his or her own lover. This morning, the guy received a call from his father informing them that he will be dropping by the new flat soon. Caught completely off guard, Jiang Jun Zhi and Fang Min En panicked, hurriedly sent both their lovers away, and started tidying up the room. They could not find their wedding ring, and got into a heated argument. Unexpectedly, the parents showed up at the door.",0.6,2016,uplifting,Comedy,0.0,90.0,0.0
Saturday Church,"A 14-year-old boy, struggling with gender identity and religion, begins to use fantasy to escape his life in the inner city and find his passion in the process.",4.408,2017,uplifting,"Romance,Drama,Music,Fantasy",0.0,28.0,0.0
Open,"Jess comes into ""Gay's The Word"" (the first Gay and Lesbian bookshop that opened in London) where she meets Leah for the first time. They coincidentally meet by the same bookcase over three days. What sparks is a romantic awkward chemistry between the two, transpired by Jess' curiosity in Leah and the chance for an artistic and sexual liberation possibly waiting for her at the end.",0.6,2014,uplifting,Drama,0.0,66.0,0.0
"Who’s Counting? Marilyn Waring on Sex, Lies and Global Economics","This documentary profiles economist and writer Marilyn Waring. In extensive interviews, Waring details her feminist approach to finances and challenges commonly accepted truths about the global economy. The filmmakers detail Waring's early rise to political prominence and her successful protests against nuclear arms. Waring also speaks candidly about wartime economies, suggesting that government policies tend to marginalize the fiscal contributions of women.",0.6,1995,uplifting,Documentary,0.0,62.0,0.0
Undetectable,A gay man living with HIV must confront the guilt tormenting him after betraying and infecting his terminal ex-lover.,0.6,2015,dark,"Thriller,Drama",0.0,19.0,0.0
The Mess He Made,A man spends 15 minutes waiting for the results of a Rapid HIV Test.,0.719,2017,calm,Drama,0.0,14.0,0.0
120 battements par minute,"Paris, in the early 1990s: a group of young activists is desperately tied to finding the cure against an unknown lethal disease. They target the pharmaceutical labs that are retaining potential cures, and multiply direct actions, with the hope of saving their lives as well as the ones of future generations.",9.347,2017,intense,Drama,0.0,51.0,0.0
L'Amant double,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",9.612,2017,uplifting,"Romance,Thriller,Drama",0.0,34.0,0.0
Auroras,"Constantly orbiting at 400 km (250 mi) above the earth, the ISS is perfectly situated to witness the beautiful streamers of green and red light emanating from the collision of highly charged solar wind particles with oxygen and nitrogen atoms in the earth's atmosphere. Centered about the northern (Aurora Borealis) and southern (Aurora Australis) poles the Auroras move in an almost hypnotic dance below the space station.",0.6,2015,uplifting,"Science Fiction,Drama",0.0,67.0,0.0
Dead Serious,"A religious zealot and his terrorist cult take over a gay bar in New York City. Their plan is to remove the scourge of homosexuality from the planet. But little do they realize that when the natural order is tampered with, the wrath of the undead is awakened. Now a group of unlikely heroes must fight to survive the night and save the city.",0.6,2005,dark,Horror,0.0,64.0,0.0
Fujimi 2-choume Koukyougakudan,"High school music teacher, Morimura Yuuki, is the concert master and first violinist of the amateur orchestra, Fujimi Orchestra. Surprisingly, a young conductor named Tonoin Kei (known as a musical genius) joins this small orchestra to conduct. Even though Tonoin is a strict conductor, all the members adore him for the notable improvements in their performances and soon Yuuki feels his efforts for the orchestra have been fruitless. Yuuki soon comes to the conclusion that his crush of 3 years likes Tonoin, and he decides to give up on her and leave the orchestra. Tonoin refuses to let him quit, confessing that he loves Yuuki, which reveals that he's gay. Tonoin's love confession confuses Yuuki and it leads to a very horrible misunderstanding.",1.491,1997,uplifting,"Drama,Romance",0.0,123.0,0.0
